Hour_of_Day,Amount,V1,V2,V3,V4,V5,Merchant_Type,Location_Distance,Transaction_Frequency,Is_International,Device_Type,Class
16,201.71456877717844,1.1903614197520662,0.548978464,-0.457345723,-0.318727423,1.4367556855385522,Food,10.854361394498516,2,0,POS,0
17,603.8628535557121,-0.130774613,-1.193706023,-0.590999888,0.8159996021405397,-0.327330555,Travel,0,12,1,Mobile,1
0,768.1864169218256,1.617165564,-3.278705146,-0.579163204,-1.444206356,1.2820351836184232,Online,124.3622083621294,9,1,Mobile,1
18,39.678262970850795,0.5652002170845991,-0.303201086,0.082822891,-0.267577168,0.866567928,Food,27.776805859233804,0,0,Mobile,0
1,41.270297370915166,0.8793072927089763,-0.141343205,0.5665957344899969,0.5120302565783048,0.571673958,Retail,6.932825401709632,0,0,POS,0
3,911.8466704,0.07733128,-3.606372575,-1.720085857,1.443897718046999,-1.313652102,Electronics,77.58990197124152,7,1,Mobile,1
14,46.55143691710116,-0.912325514,-0.119705733,0.4047481429082984,0.17081285426749113,0.6987415069488326,Electronics,21.289704531677085,0,0,Mobile,0
23,61.33820694729454,-0.462499153,0.1479956095400277,0.35190906662870847,-0.339043664,0.2067664996442812,Food,15.170524870274612,1,0,POS,0
7,974.9763214041317,0.47092072796377704,-3.251855962,-2.012645242,2.1011180865756303,-0.336700055,Electronics,4.201754995218401,8,1,Desktop,1
0,150.25828559821204,3.3133128968582106,-1.817677162,-1.956477029,0.9134196381211694,-1.969768523,Travel,75.15627748379278,6,1,Mobile,1
2,164.77708754403972,-0.756448312,-2.446386744,-0.975830493,2.5838568803078537,1.6507134664833065,Online,16.64501939399936,5,1,Mobile,1
2,1261.3857139888696,1.364814188413039,-1.385333327,-0.086166007,1.0583054404905383,1.5181372073335901,Online,616.1094186187611,10,0,Mobile,1
5,589.4299330158258,-0.634471339,-1.26412223,-0.372772118,1.752670571816195,0.6434984396359246,Online,65.79928686074805,8,1,Mobile,1
0,50.100796515102154,0.11046875588613572,0.5527197446498667,-1.129116056,0.7547192392854594,-0.846135384,Online,49.84897426346478,1,0,Mobile,0
16,86.39205374,1.5153967492635925,1.0048312570109361,-1.125581739,-1.575000095,0.18511397824978343,Travel,2.4465249400703306,0,0,Desktop,0
18,123.0481269497931,0.7642925814204332,0.24460917181047706,-0.535631349,0.5242855988457704,1.318590091,Electronics,4.8233417491883595,0,0,Desktop,0
23,103.51611415256474,-1.241299273,1.2863008855219549,0.098921338,0.5871481425364098,0.29027680159999764,Electronics,2.2443941464059223,0,0,POS,0
9,193.62546170478456,-0.572475024,0.05687195,0.048256257,-0.52723883,-0.732056472,Retail,36.456575334703395,1,0,POS,0
4,959.4420745030689,0.32610005517343815,-1.752571871,-1.265024859,3.278460806601953,1.3438674914436302,Travel,39.320829525547175,8,0,Mobile,1
15,2.683925051514789,0.097526194,-1.000172972,-0.231796384,1.7360625089821888,-3.746114574,Electronics,312.18342029206616,8,1,Mobile,1
18,413.6389623760088,-1.14884012,1.5763575462909234,0.005665584,-0.611156022,-1.738915927,Food,34.27444437329325,2,0,Mobile,0
8,103.13444458715736,-0.818952445,1.5120486152893071,-0.227696576,-1.20035524,0.3369134598002749,Online,2.302914913262364,1,0,POS,0
3,435.3300227,1.2792341003776315,-0.26966934,-0.600305431,2.7132799759054667,-0.987126981,Online,182.85392074494249,7,0,Mobile,1
19,3749.380697,1.4083726127775815,-1.544318724,-0.161178751,0.4919203976325026,1.5542551506756208,Online,9.289399388458246,8,1,Mobile,1
1,107.19136147681701,0.017855301482174405,0.6960424110964861,0.5524368099775481,-0.791646243,-1.216307697,Travel,9.309944273965543,3,0,Desktop,0
11,119.04001951931741,2.475313800936102,0.9856209133365973,-0.431545803,-0.065374208,1.6083705948973723,Travel,2.191349585727424,3,0,POS,0
22,515.1864113826755,0.8241523634556386,1.2987319394132422,-0.612253862,-0.023507382,-0.12506177,Electronics,23.523000788850137,1,0,POS,0
2,74.24830879275613,-0.24348107,-0.236584084,-1.110603718,1.2559336317835659,-0.220143695,Food,17.443229323014876,0,0,POS,0
2,72.06491962254577,-0.815706048,1.3180612898373913,0.19348684759525261,0.9310328520103603,-0.313264656,Online,42.504769890195476,0,0,Mobile,0
20,583.1233256834188,-0.839584861,-2.883706853,-0.992254581,1.6343460934487921,-1.584245157,Online,61.05345023470554,7,1,Desktop,1
2,336.7807394838216,0.524996004,-2.93755487,-1.17779774,1.6950038483913705,-0.650184736,Electronics,42.914151852984425,10,1,Mobile,1
21,327.77913994279874,-0.197248402,-1.977890891,-0.015771884,3.0017432080577087,1.1803125644271533,Travel,0,3,1,Mobile,1
6,22.739667717453564,1.6737437539834248,0.7470622500906786,1.4803096006619325,-0.026592523,-1.721729355,Electronics,0.9759011835652557,1,0,POS,0
18,59.68133414164106,1.4663118029178595,0.9159955631528404,-1.374965648,-0.556282357,-0.748982377,Electronics,0.848073459,2,0,Mobile,0
0,274.96693997676755,0.825875204,-2.059590626,-1.053846401,-0.159207569,-2.201948047,Online,0,6,1,Mobile,1
13,66.86114837984523,-1.178996173,1.4983115437496803,0.43925948938067555,-0.078793147,-0.090431213,Electronics,5.029124434703955,0,0,Mobile,0
3,634.8511047334225,-0.471224795,-2.848955356,-0.88481788,1.867658827679334,0.7302615589484461,Online,111.23310586653014,6,1,Mobile,1
2,2669.2865716122783,2.0926609490532004,-2.686148173,-1.927174825,1.3658778819444428,-1.839444934,Online,271.9826294557266,2,1,Mobile,1
2,678.0283225,-0.878625008,0.018826492347481905,0.039247728,1.6527933523479699,-2.84123826,Online,58.78035085236915,5,0,Mobile,1
18,94.49396907970156,1.1221417339195243,2.587830497760499,-0.588600511,-1.379679092,0.9822041512377921,Retail,10.93642175280517,0,1,Desktop,0
19,164.6431557089759,0.474603923,-1.168924502,-2.192568859,-1.039777605,-0.822617239,Food,10.95410708495857,0,0,Mobile,0
1,405.57172904872334,0.024789675618658708,-2.215022948,-1.859611282,2.438655158538722,-1.410347477,Travel,150.52383639100796,7,1,Mobile,1
18,159.83829993704612,-0.702832813,2.6853053088358845,-0.237863667,-0.39213921,-0.980514628,Travel,26.96642001,0,0,Desktop,0
2,1621.4497049520448,-0.178689631,-2.892410761,0.7949263275404688,2.195350108838829,-0.168526354,Electronics,167.97021916519017,6,1,Mobile,1
21,175.53870703780032,0.18964795487489794,0.19086967863156787,0.4896939541937503,-1.167365121,-0.069087884,Travel,2.5637505673137633,2,0,Mobile,0
14,211.22758422087995,1.0325388983011217,-0.115385742,-0.305262747,0.073782171,-0.753655723,Food,0.5174596980546636,0,0,Desktop,0
11,486.3858934047214,-1.231094922,-2.348292205,-1.424837935,2.2950684128588286,-0.114952123,Online,129.6846683,10,1,Mobile,1
4,2342.224399,-0.410636567,1.158647201641612,-1.73407254,0.36459895376536566,3.935296238392755,Travel,9.736361208282144,15,1,Mobile,1
12,97.19313739623539,0.044823132,-0.665188541,2.2171333745633834,1.6743328157124602,-0.088512307,Retail,1.412800715847176,0,0,Mobile,0
20,2.4451767949109287,1.1129755949340754,-3.429962137,-1.742317985,3.527667842542047,0.3924062989401172,Travel,101.72493943022423,6,0,Mobile,1
19,90.14178245198332,-0.908464338,-0.350727129,-1.407160172,0.5090899509607385,-0.834942668,Food,55.34010321044085,0,0,Mobile,0
18,263.2255709889725,-1.316569793,0.7328649768192781,-0.244439948,-0.678054613,0.21300152209484485,Retail,24.431171133630677,1,0,Mobile,0
10,35.110135913467246,0.6739651517100497,1.2223934376505747,-0.023632448,1.4916138497725873,0.15347747607678608,Online,3.410537699443367,1,0,Mobile,0
9,49.26752931572297,-1.517949115,1.6209327853331168,-1.107568203,0.3033597102859862,0.1936488795770472,Retail,22.91770718125589,2,0,Desktop,0
3,8.930194400539309,1.8006123100092333,-0.805289496,-3.166630645,5.359160415432548,-2.15554927,Travel,140.8785541604495,8,1,Mobile,1
11,183.83259888497298,-0.155926097,2.519332791243617,0.5955633817868445,1.179072011284753,0.095170996,Retail,27.048171037242447,1,0,Mobile,0
0,1524.8238702002855,-3.739176881,-2.497361762,-2.579153432,2.877419194,-3.136792466,Electronics,42.971553979646885,8,1,Mobile,1
15,163.70751668846214,-0.480420219,-0.834540552,1.2487716185599818,-0.955117043,-0.629441356,Food,4.707017636558817,0,0,Desktop,0
6,114.30280254961774,0.3791236330692372,1.469344293316209,0.008194433,0.083854114,-0.003859895,Travel,20.668404987471316,1,0,POS,0
0,81.18756892333813,-0.946883351,-2.33465044,-2.63589577,0.11511639703393894,0.26845644261179114,Travel,34.30654896173788,8,1,Mobile,1
20,1222.0654216620433,0.018929747,-3.776716095,-4.522556907,0.6596520301484553,-2.133882432,Online,43.42579311,15,1,Mobile,1
22,184.5540694,0.7400783657052865,-0.316062972,1.2223178496279319,0.14772077800182626,-0.284170225,Travel,3.8075734090458764,2,1,Desktop,0
2,319.4736657162691,-0.384778505,-3.204458959,-1.215823048,0.14203447786845547,0.6743542972213777,Online,43.87849887937941,7,1,Mobile,1
3,136.82043990442241,-0.937057676,-0.646248238,-0.448194719,-0.15656246,-0.979689018,Food,32.896538856080575,3,1,POS,0
17,93.17968408937548,-0.298983997,-1.014660687,-0.890291388,-0.096388831,-2.153636706,Electronics,0.3139490697009037,2,0,POS,0
10,1189.0475991730093,1.3069254095180953,-3.743797979,1.2954107393605545,1.7955466570820393,0.7421066255468869,Electronics,81.98682262239976,6,0,Mobile,1
2,6.301339292520125,2.7233180533574557,-2.696312175,-2.805497778,3.6901728150496576,1.6610974574954167,Online,18.77484087182869,8,0,Mobile,1
10,478.94098913786246,-2.019926174,0.6351310389802319,-0.368647458,0.22248521327634643,-0.639094495,Travel,6.448331973725264,0,0,Desktop,0
14,102.10990430456853,1.091027909191477,-1.943804847,0.569745102,0.8132532099181279,0.13060195977446468,Electronics,0.8157221524168462,3,1,Mobile,0
17,74.36212025608172,0.25014771603535624,0.090424928,1.450766640023374,0.4872185402850995,0.077258618,Electronics,0.8571242794023326,1,0,Desktop,0
13,944.0786949,1.3522605367696694,-2.0846696,-2.047312665,-1.37488662,-1.839826441,Electronics,145.91854682736553,3,1,Mobile,1
11,194.03802288751575,-0.55048826,-0.09054124,-0.734816974,-0.833305156,-0.24184342,Online,12.486787994680586,2,0,Mobile,0
1,4.632293584068239,-2.630348857,-2.331793016,-1.083566615,4.654488266,-0.108326385,Online,395.10153291815817,10,0,Desktop,1
17,571.8214266845503,0.7460899630388692,-3.353401309,-0.503547932,1.8675148833047368,1.6902802071771739,Travel,12.12398777530648,9,0,Mobile,1
3,176.0491746001079,-2.043453812,-2.607702516,-0.423890482,1.1145095926043285,1.1441557189805334,Travel,0,8,0,Mobile,1
0,31.312294697320823,-1.388292431,-0.330034646,-1.375159149,0.4700110325284867,-0.691383898,Food,8.071257865180886,0,1,Mobile,0
13,585.0690351442635,-2.368087738,-1.853305565,-0.914762427,1.3663490693420144,-5.04475717,Travel,200.19997580242043,7,1,Mobile,1
1,123.58503312301187,0.6009137824153344,0.21850758604612067,-1.434265409,-2.096489488,-0.213604886,Travel,3.1073268910576286,0,0,POS,0
10,87.71711606677151,0.23242898223920677,0.10480111825567073,-2.100390796,6.914906147,-0.503113307,Travel,109.71008999902101,10,1,Mobile,1
9,52.47972151320922,0.7824660218746737,-0.805785897,0.42238390058315284,0.075325818,0.6377076525620732,Retail,0.5104651531455809,2,0,POS,0
3,369.9989406126437,0.726197604,-4.348366649,-1.98242315,1.6726815740695793,0.12076064301455106,Travel,33.701599486230585,10,1,Mobile,1
17,48.09606799730266,-0.420933565,1.789088982933061,1.534145570051164,-1.256771118,0.43676017352196134,Travel,14.609618736286215,1,0,Desktop,0
4,1567.8505821556948,-0.135780412,-4.790893044,-0.775466474,-0.496117416,4.946092864113467,Online,0,7,1,Mobile,1
10,229.4442660221753,-0.511437529,0.683062711,0.22519248046662854,-1.591637195,-0.753752841,Travel,0.749368312,1,0,POS,0
3,936.7228171314156,-0.220817641,-3.279246285,-2.180144919,4.322012079194102,3.305288747620334,Online,228.30161664407638,14,1,Mobile,1
7,112.63489889258695,-0.967254738,-2.069318351,-0.008037934,-1.643328644,-1.302894913,Travel,23.42932821246154,1,0,Mobile,0
17,211.64417864949024,0.3904842938743351,-0.374783794,-0.381482501,1.6167849683207607,0.9972614935485428,Electronics,11.960029672467504,3,0,POS,0
14,34.91129683644173,1.9011785373060843,-3.602276217,-2.606654404,0.7910852998373633,-0.292398926,Travel,633.2910220870145,11,1,Mobile,1
6,84.21910928,-0.81661303,-1.221771088,1.2291305876053937,-1.227879253,2.331911686,Food,11.971480717514716,0,0,POS,0
4,100.12883158914555,1.8724632392756004,-1.277338969,-2.418072694,2.4062558609216236,0.7631681494837125,Electronics,17.615897652956843,11,1,Mobile,1
8,72.43765827145515,0.11352149647794171,0.7628635611864517,-0.526408038,-0.684209372,-0.653025629,Travel,1.6421951093477447,0,0,Mobile,0
21,780.1746963,0.2901863360199276,-4.668767365,-1.770256478,2.6394630763249753,-0.499978735,Online,59.37301415178368,5,0,Mobile,1
14,108.3079257401216,-1.69942952,-0.227761289,1.4245144808548083,-0.877156527,-0.446267421,Food,22.38070892514993,1,0,Desktop,0
0,1598.3992928648936,-3.446450268,-1.080157964,-0.086106251,0.024629633872305656,-2.834633005,Online,91.41745692171057,6,1,Desktop,1
21,151.67688579096458,0.14411636277968193,0.6505926199637431,-0.39484837,-0.758393174,0.2777442815702248,Food,25.285049821902298,1,0,Mobile,0
22,96.10741262597787,0.7897321246320076,-0.261492465,1.2267854255586774,0.861225723,0.6935231662525012,Retail,20.43990097084104,1,0,Mobile,0
2,8.815850474,-1.082543228,-1.195644395,-1.649717093,4.395819856164701,-2.306467005,Travel,113.76532585870693,9,0,Mobile,1
17,229.7889710502427,2.5546579578618136,-4.176446916,-3.057689705,0.8410656158981954,3.369129812260372,Online,90.49050644773729,7,0,Mobile,1
3,2693.1627997344576,1.1531984916962932,-0.903251283,-2.847344114,0.9021963993178195,0.7273393370952451,Electronics,1.1112927382490432,8,1,Mobile,1
6,1656.2111772557926,-1.1646922,-0.762385582,0.1543945633610162,2.9269119358695894,1.3175839508275748,Electronics,42.41567546676134,10,1,Mobile,1
19,40.43366403727759,0.030848667053507126,0.12090591508605468,2.082845263569113,0.17879942192955192,0.8032210672785122,Food,15.363544300796727,0,0,POS,0
2,95.70127560505648,2.476929133723412,0.23070615645769357,0.3198167587532024,-0.119953725,0.2153371359084934,Travel,5.025442541507205,0,0,Desktop,0
22,105.96724808849875,-1.242564003,-0.998796875,-0.566537162,-0.716248148,1.6418699197661317,Online,17.585760671735112,0,0,Mobile,0
1,3.7109951774886363,0.36505088842116434,-4.081100509,-1.661970611,1.223630652766631,2.8529679441277063,Online,43.29599198147805,9,1,Mobile,1
14,59.65038402915749,-0.322744553,-0.376604744,-0.762444182,0.14712084084557622,-0.208378252,Retail,4.097581365,2,0,Mobile,0
23,105.78699530386501,0.7068962909185121,-0.08740171,-0.616763379,1.017906792301055,0.5602162069963952,Electronics,2.3970088123626674,0,0,POS,0
1,1709.0146943319905,1.4414266082863703,-1.832815044,-2.346184166,3.9449237776586656,-0.985080335,Electronics,348.75057737492983,7,1,Desktop,1
4,60.898082810648056,-0.419997626,-2.804980236,-1.209173332,2.4634978838112973,-1.913458306,Online,120.17759858563494,9,0,Mobile,1
4,3047.326098021103,1.2122250147158524,-2.466255796,-2.024160633,1.2227202717915675,-0.907146647,Online,34.736318048934464,6,0,Desktop,1
0,7.958684260390622,3.5609433050080646,-0.667830019,-1.15421933,1.945045983597447,2.264256408218864,Electronics,105.80228862300024,14,0,Mobile,1
13,462.4227064383568,0.066274737,-0.943486179,-0.221322935,-0.399207459,0.7611684212533016,Online,20.010961929611643,0,0,Desktop,0
3,11.35967725048478,1.2053464430989018,-1.377036071,-0.950704171,0.8110150235464366,1.9321152136187356,Online,240.81878405435307,11,0,Mobile,1
5,130.8361142395068,-0.59044077,-0.790428714,-0.229208925,0.5520148698287258,-0.454837,Travel,1.0423139357866518,2,0,Desktop,0
22,54.12416000058716,0.019259309031212417,1.2396945300642426,-0.165015811,-1.1562072,-1.695250321,Electronics,15.865376606072783,1,0,POS,0
19,3888.411701624911,-0.3052592,-5.18392907,-1.581727694,2.039006926303385,2.2064655376671225,Travel,41.51916619656822,9,1,Mobile,1
15,37.12605869080668,0.7969359256585957,-1.998286677,1.5432877329512689,0.2362623336667617,1.1945836480554992,Online,10.957097556886806,4,1,POS,0
18,126.01623286300631,1.2046759357569254,0.7301571640314422,-0.491214625,0.998634764,-1.220370442,Travel,18.16279294769079,1,0,Mobile,0
9,1192.0219312755526,-0.160098092,-1.714214884,-0.406192656,1.4913473810158488,-0.776980438,Travel,51.13597353466692,5,1,Mobile,1
2,8.121380050958312,2.2491859325174617,-3.303123485,-3.066713978,0.9946837173499891,4.394856956586594,Travel,221.82704265385794,12,1,Mobile,1
17,43.74084384670482,1.530047441561629,-0.371259578,0.34994483142526267,0.1699642820361175,-0.121015031,Food,4.311216117644124,2,1,Desktop,0
22,160.07546009177375,0.8468537431799008,-0.15954528,0.5462331917883374,-0.516785931,-0.826996173,Travel,29.499387981797778,1,0,Desktop,0
20,43.12607019247363,-0.963720287,-3.313581826,-0.548367102,1.5948738561706848,2.3379306241262694,Online,99.71571625007306,13,0,Mobile,1
6,132.4724874,-0.611828817,-2.364728173,-0.384268169,-0.57364256,-0.024765849,Travel,29.437123602983615,0,0,Mobile,0
12,70.74850320711451,-0.812381355,1.3016256381303892,-1.113962565,-0.127723033,1.8818485598947818,Electronics,26.21176973998257,0,0,Desktop,0
17,83.08542868544323,0.9491660702381609,-0.824067667,-0.783985323,1.747087219,0.7951158997252479,Travel,2.142683442955936,0,1,Desktop,0
11,433.74465130053454,-1.679075519,1.6907418689702005,-0.157779591,0.26200391876396545,0.13525382338339242,Online,657.1915504207211,9,1,Mobile,1
13,52.81117044733565,0.6768376541110072,1.370401801138914,2.0817516124866726,0.4875399932607903,-0.048571867,Electronics,3.189304857247498,1,0,Desktop,0
0,185.9465397373505,-1.796446843,-0.624385668,-1.127711771,1.8387435552277875,1.9151762015338558,Travel,12.684712502123656,12,1,Mobile,1
19,126.25355959875418,1.1708900897128371,-3.785611794,-2.647889104,1.1174542140874109,2.3697391845690636,Online,21.435841444804606,5,1,Desktop,1
7,52.21311193898385,0.017219582730560564,-1.608401187,0.8006528811128376,-0.024197702,-0.310663326,Electronics,9.847626322339307,1,0,Desktop,0
13,204.43848027874986,1.3336385618598274,-1.086882307,-0.943791091,0.7693456103101108,0.5011770062748038,Online,1.4262193978684419,1,0,POS,0
11,256.8952318,1.141454578321271,-0.446454727,-0.349142617,-0.053467436,-0.998591551,Travel,7.815350850594962,4,0,POS,0
4,116.52955156185229,2.8071158860932344,-3.622358956,-0.79270105,2.6026799415378883,0.012431333927121787,Online,71.79817011430146,10,0,Mobile,1
5,32.50720563,1.4608187182891128,-0.475425689,0.3553688554709645,-0.234773366,0.7642135509851081,Retail,3.5812709019223203,0,0,Mobile,0
7,111.20469811062024,0.1436308339881977,-0.201678028,0.065442095,-0.99348014,1.0203508685720983,Online,7.591637597718383,4,0,Desktop,0
21,373.7071482004156,-2.564143387,-3.875514818,-2.803113617,4.371233486827384,0.6103693112749071,Travel,0,13,1,Mobile,1
2,2264.7998374780486,-1.927514444,-3.897976034,-0.524210077,0.2046617361445523,-1.461332482,Online,128.49002789154144,10,0,Mobile,1
2,268.75091873294866,-1.013500407,-2.630755833,-2.201873727,3.2619070338627765,-0.209987874,Electronics,58.60342730452344,8,1,Mobile,1
12,51.33949886923419,-1.083665833,0.3562865483103014,1.254512745361989,0.24470599738952128,-0.288529385,Electronics,15.113867276201672,1,0,POS,0
0,271.6114715329164,0.099818933,-4.367817237,-1.786269034,3.9220632451347957,-4.563526963,Travel,25.049603113776698,6,1,Mobile,1
8,193.0469592264747,-0.559654181,0.2922526095762693,0.2155303419444229,-0.19994269,-0.360338081,Travel,8.875201737,0,0,Mobile,0
18,60.350619833743885,-0.180135604,0.13684600798785523,-1.226150963,-0.733177576,-1.107964683,Online,6.715387414164949,1,0,POS,0
0,7.884695770761733,1.0734450110417237,-3.300523246,-2.906503314,1.6916326230806675,-0.755656972,Electronics,132.75599340074672,6,0,Mobile,1
1,175.7498929485919,-0.304065258,-0.652014124,-0.513012209,-0.561014216,0.7256621561196211,Online,5.023779211,0,1,Desktop,0
15,64.13685461197844,-1.1218288,-1.333379596,1.5206054547309742,1.2855368186803255,-0.986705664,Electronics,12.102062755038679,0,1,Mobile,0
2,470.2660322639335,-0.091803956,-0.211638898,-0.905136656,2.8580753842598225,-1.090863337,Electronics,352.7347089489272,5,0,Mobile,1
16,87.96143225757662,-1.844216483,-1.256231929,-0.504389065,3.502898144651051,-1.354818841,Online,250.20871051544128,5,1,Mobile,1
6,145.23122944128033,-0.270786497,1.005731653060738,0.03328575,-0.976471798,-0.075072853,Food,11.691461088264166,1,0,Desktop,0
4,752.0440255986294,1.3686000894705272,-3.359943302,-1.044098007,1.4441355511121223,3.144681176844029,Online,105.84853218670169,9,1,Mobile,1
1,924.7730679333322,-0.321495739,-3.311556243,-0.155449827,1.6426378535538357,-0.430617627,Online,34.567078576061036,10,1,Mobile,1
3,94.11847330959439,1.770957553347745,0.49065968072538757,0.7013052862067984,-2.39642495,-2.02005635,Food,18.711010785200692,0,0,POS,0
0,1224.2182683419423,1.4571644172266756,-3.471505064,-1.667509601,1.1744385844118765,-0.975769893,Electronics,62.93159276971651,8,1,Mobile,1
9,1750.9487208999735,-1.176490053,-1.673819626,0.35082059331842697,2.4761693707628067,-2.444218651,Electronics,93.39593779724886,6,1,Mobile,1
0,333.5930321786662,-1.650947593,-2.671118422,-0.337311282,3.9797306256177785,-1.13361097,Travel,91.09315186269563,8,1,Desktop,1
16,338.5034324855348,-0.052554162,-0.454566423,0.24241986583901803,0.092012991,0.7287327790142905,Online,19.50766272974636,0,0,Desktop,0
0,575.3569275356684,2.2865017970476433,-2.886618828,-1.440864006,1.7108568141217115,1.1482471689227984,Electronics,79.16036318687522,7,0,Mobile,1
15,7.82423345,-0.709240056,-2.646998879,-2.14968109,3.5802255538245955,3.863777753,Electronics,0,10,0,Mobile,1
14,48.93488612699764,0.908090298,0.081447234,-0.336175355,0.11829355436845869,-0.34309154,Travel,12.225255731339827,1,0,Desktop,0
12,149.4877194195967,1.2084399891360882,1.392864689751377,0.4569908857619854,-0.475500234,0.8521930727156913,Electronics,17.884236250973704,1,0,Desktop,0
10,123.21611152785638,-0.77402565,2.4737591571125623,0.8357828159328066,-0.088375116,2.028515410055944,Food,0.5215026072707595,2,0,Desktop,0
1,518.3820956449704,-0.582489752,-5.271618518,-3.496715632,0.8875078594483796,1.5809504008803748,Travel,309.4845157926369,9,1,Mobile,1
23,47.34147006080903,0.7126620321270069,0.14730521396844534,-1.946598678,-2.84465312,1.0681385275446083,Food,5.599095338393546,1,0,Mobile,0
14,96.03029879762411,0.1518475496415706,0.1455258782069742,-0.951489807,0.4911051631377178,-0.661992741,Food,2.179645224451072,0,1,Mobile,0
18,30.107204969395312,-0.686061527,-0.01419807,-0.407676613,1.358904534462064,1.041625247750542,Online,25.81847813312649,2,1,POS,0
3,7.8632126796200135,-0.250949214,-1.806783616,-0.48823001,2.167228074017173,1.2250915174557337,Online,200.41865482802123,11,1,Desktop,1
18,165.68146680039854,-0.070519553,-0.917197446,-0.280418168,-0.420757659,-0.230035131,Retail,11.862490079354869,1,0,Desktop,0
23,37.493238286435826,-1.564854425,0.24040561191611917,0.25477334897189235,0.38776751866939113,0.3874064898201594,Electronics,27.160730280987273,1,0,Mobile,0
7,30.791454685830747,0.7656431064826952,-0.945350073,0.4179045119876712,1.743547390939692,0.9542441726387069,Electronics,4.620554888402844,0,0,POS,0
0,66.02238452416839,-0.850861809,-2.579446025,-2.989242213,2.539889370108197,-1.099232352,Online,104.72190679474718,10,1,Mobile,1
10,58.66059767790529,-2.783716224,-0.245949785,1.4598888318782703,0.21437364764990846,-0.429230112,Food,44.55892952296642,1,0,Desktop,0
2,1892.3502631702054,-0.045233427,-3.343311669,-1.200995436,2.124827514620364,-0.726288068,Online,263.21078647640684,6,1,Mobile,1
15,102.45553748730447,-0.607846856,-3.045957077,0.5151218804928357,0.2036168855558953,-2.607750364,Electronics,331.0683637313783,8,1,Mobile,1
4,75.45966794691121,2.653877504048014,-2.899911916,-1.308178639,-0.87914981,0.35561189013263006,Online,0,15,0,Mobile,1
14,58.44574278555079,-0.510945583,-3.903165762,-2.103169039,1.3164418155677944,-0.797831708,Online,0,10,0,Mobile,1
7,48.48239780817218,-1.097643364,0.16069560865691823,-1.110789184,-1.932097266,0.5380540341392493,Travel,73.84564509772078,1,0,Desktop,0
17,98.76546513160235,0.5079326699620159,1.339396122439157,0.19728529119858065,-0.726783646,0.6228303409765343,Retail,11.604183873395455,0,0,Mobile,0
19,68.92075798,-0.660447368,0.26098385001607055,2.254382394035939,1.1588612617608192,-1.353419242,Electronics,47.90130328523205,1,0,Mobile,0
3,2411.570611640035,-0.714229991,-1.911970425,-1.054808922,1.5416569122406887,-0.712348203,Travel,81.70327457715287,8,0,Mobile,1
3,114.00444653290972,0.5095013828244059,0.817206517,0.27043687194890453,-2.455825732,-1.506412531,Online,11.35804659904923,2,0,POS,0
2,602.1599250090676,-0.69753165,-5.412710587,-1.199291038,5.176776820026481,0.8329965297216916,Electronics,3.892122100937663,8,0,Desktop,1
10,80.64708177428285,-1.457273658,1.7189215737230124,0.5919837486117802,-0.891509078,-0.986282419,Food,2.535671220033323,0,0,Mobile,0
18,38.58591600721751,1.725998002094337,-1.055589993,0.15761780712294918,-0.470267295,-0.129175219,Travel,4.828036094060151,1,0,Desktop,0
